Timestamp,Heart Rate(bpm)
Mar 19 2025 13:44:20.893,57
Mar 19 2025 13:44:21.791,57
Mar 19 2025 13:44:23.757,56
Mar 19 2025 13:44:24.654,56
Mar 19 2025 13:44:26.663,56
Mar 19 2025 13:44:28.461,56
Mar 19 2025 13:44:29.399,56
Mar 19 2025 13:44:31.408,56
Mar 19 2025 13:44:33.419,56
Mar 19 2025 13:44:35.426,56
Mar 19 2025 13:44:37.435,56
Mar 19 2025 13:44:39.444,56
Mar 19 2025 13:44:41.453,56
Mar 19 2025 13:44:43.462,56
Mar 19 2025 13:44:45.471,56
Mar 19 2025 13:44:45.813,56
Mar 19 2025 13:44:46.754,56
Mar 19 2025 13:44:48.763,56
Mar 19 2025 13:44:50.772,56
Mar 19 2025 13:44:52.781,56
Mar 19 2025 13:44:54.619,56
Mar 19 2025 13:44:55.602,56
Mar 19 2025 13:44:56.585,57
Mar 19 2025 13:45:0.518,57
Mar 19 2025 13:45:1.501,59
Mar 19 2025 13:45:4.450,59
Mar 19 2025 13:45:6.417,59
Mar 19 2025 13:45:8.426,59
Mar 19 2025 13:45:9.366,59
Mar 19 2025 13:45:11.333,58
Mar 19 2025 13:45:12.316,58
Mar 19 2025 13:45:13.299,58
Mar 19 2025 13:45:14.282,58
Mar 19 2025 13:45:15.265,57
Mar 19 2025 13:45:17.274,57
Mar 19 2025 13:45:18.172,57
Mar 19 2025 13:45:19.155,57
Mar 19 2025 13:45:20.139,56
Mar 19 2025 13:45:21.122,56
Mar 19 2025 13:45:22.105,55
Mar 19 2025 13:45:24.71,55
Mar 19 2025 13:45:25.55,55
Mar 19 2025 13:45:26.38,55
Mar 19 2025 13:45:28.47,55
Mar 19 2025 13:45:28.987,55
Mar 19 2025 13:45:29.971,55
Mar 19 2025 13:45:30.954,55
Mar 19 2025 13:45:32.920,56
Mar 19 2025 13:45:34.929,56
Mar 19 2025 13:45:36.853,56
Mar 19 2025 13:45:37.836,56
Mar 19 2025 13:45:38.819,56
Mar 19 2025 13:45:39.803,56
Mar 19 2025 13:45:41.811,56
Mar 19 2025 13:45:46.685,57
Mar 19 2025 13:45:52.584,57
Mar 19 2025 13:45:53.567,57
Mar 19 2025 13:45:54.550,56
Mar 19 2025 13:45:55.533,56
Mar 19 2025 13:45:57.542,56
Mar 19 2025 13:45:59.551,56
Mar 19 2025 13:46:0.449,56
Mar 19 2025 13:46:2.415,56
Mar 19 2025 13:46:3.398,56
Mar 19 2025 13:46:4.384,57
Mar 19 2025 13:46:6.348,57
Mar 19 2025 13:46:7.331,57
Mar 19 2025 13:46:8.314,57
Mar 19 2025 13:46:12.247,57
Mar 19 2025 13:46:13.230,58
Mar 19 2025 13:46:14.213,56
Mar 19 2025 13:46:15.197,56
Mar 19 2025 13:46:16.180,56
Mar 19 2025 13:46:18.146,56
Mar 19 2025 13:46:19.129,56
Mar 19 2025 13:46:20.112,56
Mar 19 2025 13:46:21.95,56
Mar 19 2025 13:46:23.62,56
Mar 19 2025 13:46:26.994,58
Mar 19 2025 13:46:27.977,58
Mar 19 2025 13:46:28.960,60
Mar 19 2025 13:46:30.926,61
Mar 19 2025 13:46:32.892,61
Mar 19 2025 13:46:34.901,61
Mar 19 2025 13:46:36.910,61
Mar 19 2025 13:46:38.919,61
Mar 19 2025 13:46:40.928,61
Mar 19 2025 13:46:43.707,60
Mar 19 2025 13:46:45.674,60
Mar 19 2025 13:46:46.656,58
Mar 19 2025 13:46:49.563,57
Mar 19 2025 13:46:50.546,57
Mar 19 2025 13:46:51.529,57
Mar 19 2025 13:46:56.359,57
Mar 19 2025 13:47:5.121,59
Mar 19 2025 13:47:7.87,59
Mar 19 2025 13:47:9.53,59
Mar 19 2025 13:47:9.994,59
Mar 19 2025 13:47:11.960,59
Mar 19 2025 13:47:14.995,58
Mar 19 2025 13:47:16.833,58
Mar 19 2025 13:47:18.671,59
Mar 19 2025 13:47:19.697,59
Mar 19 2025 13:47:21.535,60
Mar 19 2025 13:47:24.398,59
Mar 19 2025 13:47:25.342,59
Mar 19 2025 13:47:27.264,58
Mar 19 2025 13:47:29.272,58
Mar 19 2025 13:47:31.109,58
Mar 19 2025 13:47:33.118,58
Mar 19 2025 13:47:35.899,59
Mar 19 2025 13:47:40.769,59
Mar 19 2025 13:47:42.650,59
Mar 19 2025 13:47:44.619,59
Mar 19 2025 13:47:46.625,59
Mar 19 2025 13:47:48.634,59
Mar 19 2025 13:47:59.919,59
Mar 19 2025 13:48:1.928,59
Mar 19 2025 13:48:2.826,59
Mar 19 2025 13:48:3.724,58
Mar 19 2025 13:48:5.647,58
Mar 19 2025 13:48:7.614,59
Mar 19 2025 13:48:11.418,59
Mar 19 2025 13:48:17.274,59
Mar 19 2025 13:48:19.241,59
Mar 19 2025 13:48:20.224,59
Mar 19 2025 13:48:22.190,59
Mar 19 2025 13:48:23.173,59
Mar 19 2025 13:48:24.157,59
Mar 19 2025 13:48:26.166,59
Mar 19 2025 13:48:27.106,59
Mar 19 2025 13:48:29.73,59
Mar 19 2025 13:48:32.22,59
Mar 19 2025 13:48:34.31,59
Mar 19 2025 13:48:35.956,60
Mar 19 2025 13:48:36.938,60
Mar 19 2025 13:48:37.921,60
Mar 19 2025 13:48:38.905,60
Mar 19 2025 13:48:39.888,59
Mar 19 2025 13:48:40.871,59
Mar 19 2025 13:48:42.838,57
Mar 19 2025 13:48:43.821,57
Mar 19 2025 13:48:46.728,57
Mar 19 2025 13:48:47.711,57
Mar 19 2025 13:48:49.720,57
Mar 19 2025 13:48:50.704,57
Mar 19 2025 13:49:16.824,60
Mar 19 2025 13:49:26.485,61
Mar 19 2025 13:49:28.494,61
Mar 19 2025 13:49:31.231,59
Mar 19 2025 13:49:39.952,57
Mar 19 2025 13:49:44.740,57
Mar 19 2025 13:51:16.735,60
Mar 19 2025 13:51:32.978,60
Mar 19 2025 13:51:58.794,60
Mar 19 2025 13:52:3.581,57
Mar 19 2025 13:52:5.549,57
Mar 19 2025 13:54:13.37,56
Mar 19 2025 13:54:13.937,56
Mar 19 2025 13:54:14.960,56
Mar 19 2025 13:54:24.405,57
Mar 19 2025 13:55:55.642,51
Mar 19 2025 13:55:56.625,51
Mar 19 2025 13:55:57.608,51
Mar 19 2025 13:55:59.617,51
Mar 19 2025 13:56:1.540,51
Mar 19 2025 13:56:9.403,54
Mar 19 2025 13:57:22.356,57
Mar 19 2025 13:57:24.236,55
Mar 19 2025 13:57:25.219,55
Mar 19 2025 13:57:26.288,55
Mar 19 2025 13:57:27.99,55
Mar 19 2025 13:57:29.110,55
Mar 19 2025 13:57:30.949,55
Mar 19 2025 13:57:31.930,55
Mar 19 2025 13:57:32.827,55
Mar 19 2025 13:57:34.835,55
Mar 19 2025 13:57:35.733,55
Mar 19 2025 13:57:37.699,55
Mar 19 2025 13:57:39.708,55
Mar 19 2025 13:57:41.460,55
Mar 19 2025 13:57:42.486,55
Mar 19 2025 13:57:43.341,55
Mar 19 2025 13:57:44.323,55
Mar 19 2025 13:57:46.247,55
Mar 19 2025 13:57:56.888,54
Mar 19 2025 13:57:57.871,55
Mar 19 2025 13:57:58.768,55
Mar 19 2025 13:57:59.751,55
Mar 19 2025 13:58:1.717,55
Mar 19 2025 13:58:3.683,55
Mar 19 2025 13:58:4.666,55
Mar 19 2025 13:58:5.649,55
Mar 19 2025 13:58:6.632,54
Mar 19 2025 13:58:7.614,54
Mar 19 2025 13:58:9.580,54
Mar 19 2025 13:58:11.546,55
Mar 19 2025 13:58:12.529,55
Mar 19 2025 13:58:13.512,55
Mar 19 2025 13:58:14.495,55
Mar 19 2025 13:58:16.503,55
Mar 19 2025 13:58:17.444,55
Mar 19 2025 13:58:18.427,55
Mar 19 2025 13:58:20.435,55
Mar 19 2025 13:58:24.282,55
Mar 19 2025 13:58:25.307,55
Mar 19 2025 13:58:37.701,58
Mar 19 2025 13:58:38.727,58
Mar 19 2025 13:58:40.565,57
Mar 19 2025 13:58:41.507,57
Mar 19 2025 13:58:42.445,57
Mar 19 2025 13:58:43.431,57
Mar 19 2025 13:58:45.352,56
Mar 19 2025 13:58:47.317,56
Mar 19 2025 13:58:48.215,56
Mar 19 2025 13:58:49.198,56
Mar 19 2025 13:59:2.707,57
Mar 19 2025 13:59:3.730,57
Mar 19 2025 13:59:4.670,57
Mar 19 2025 13:59:5.568,57
Mar 19 2025 13:59:6.594,57
Mar 19 2025 13:59:8.432,57
Mar 19 2025 13:59:9.458,57
Mar 19 2025 13:59:10.312,57
Mar 19 2025 13:59:17.109,57
Mar 19 2025 13:59:31.513,53
Mar 19 2025 13:59:34.505,54
Mar 19 2025 13:59:36.428,54
Mar 19 2025 13:59:37.368,54
Mar 19 2025 13:59:38.266,54
Mar 19 2025 14:02:2.955,54
Mar 19 2025 14:02:10.607,57
Mar 19 2025 14:02:11.504,57
Mar 19 2025 14:02:12.487,57
Mar 19 2025 14:02:13.427,57
Mar 19 2025 14:02:14.368,56
Mar 19 2025 14:02:17.317,56
Mar 19 2025 14:02:26.165,57
Mar 19 2025 14:03:11.348,61
Mar 19 2025 14:05:12.197,55
Mar 19 2025 14:06:30.849,56
Mar 19 2025 14:06:31.747,56
Mar 19 2025 14:06:32.772,56
Mar 19 2025 14:06:35.551,56
Mar 19 2025 14:06:42.305,57
Mar 19 2025 14:06:46.195,57
