Timestamp,Heart Rate(bpm)
Aug 14 2025 13:17:58.498,61
Aug 14 2025 13:18:0.489,62
Aug 14 2025 13:18:2.357,63
Aug 14 2025 13:18:4.390,63
Aug 14 2025 13:18:6.299,62
Aug 14 2025 13:18:8.331,62
Aug 14 2025 13:18:9.164,61
Aug 14 2025 13:18:11.194,61
Aug 14 2025 13:18:13.227,61
Aug 14 2025 13:18:15.261,61
Aug 14 2025 13:18:16.879,62
Aug 14 2025 13:18:18.871,62
Aug 14 2025 13:18:20.862,62
Aug 14 2025 13:18:22.854,61
Aug 14 2025 13:18:24.887,61
Aug 14 2025 13:18:27.750,59
Aug 14 2025 13:18:28.746,59
Aug 14 2025 13:18:29.742,58
Aug 14 2025 13:18:30.738,58
Aug 14 2025 13:18:32.729,57
Aug 14 2025 13:18:33.725,57
Aug 14 2025 13:18:35.757,57
Aug 14 2025 13:18:41.690,58
Aug 14 2025 13:18:42.728,58
Aug 14 2025 13:18:44.636,58
Aug 14 2025 13:18:46.628,58
Aug 14 2025 13:18:48.661,58
Aug 14 2025 13:18:49.574,58
Aug 14 2025 13:18:52.561,58
Aug 14 2025 13:18:54.553,58
Aug 14 2025 13:18:57.540,58
Aug 14 2025 13:18:58.536,58
Aug 14 2025 13:18:59.532,59
Aug 14 2025 13:19:1.564,59
Aug 14 2025 13:19:2.519,61
Aug 14 2025 13:19:3.515,62
Aug 14 2025 13:19:5.506,62
Aug 14 2025 13:19:7.498,61
Aug 14 2025 13:19:9.530,61
Aug 14 2025 13:19:11.563,61
Aug 14 2025 13:19:13.430,60
Aug 14 2025 13:19:14.385,58
Aug 14 2025 13:19:17.372,57
Aug 14 2025 13:19:21.355,57
Aug 14 2025 13:19:23.388,57
Aug 14 2025 13:19:25.296,57
Aug 14 2025 13:19:26.250,56
Aug 14 2025 13:19:28.283,56
Aug 14 2025 13:19:29.196,58
Aug 14 2025 13:19:34.50,60
Aug 14 2025 13:19:35.5,60
Aug 14 2025 13:19:48.655,64
Aug 14 2025 13:19:51.601,64
