Timestamp,Heart Rate (BPM)
2025-10-01 23:25:00,52.0
2025-10-01 23:27:00,50.0
2025-10-01 23:28:00,52.0
2025-10-01 23:32:00,50.0
2025-10-01 23:36:00,49.0
2025-10-01 23:41:00,49.0
2025-10-01 23:46:00,45.0
2025-10-01 23:53:00,56.0
2025-10-01 23:57:00,48.5
2025-10-02 00:05:00,52.0
2025-10-02 00:06:00,51.0
2025-10-02 00:13:00,47.0
2025-10-02 00:15:00,46.91538238525391
2025-10-02 00:20:00,49.0
2025-10-02 00:24:00,49.0
2025-10-02 00:27:00,48.0
2025-10-02 00:28:00,48.0
2025-10-02 00:32:00,49.0
2025-10-02 00:38:00,49.0
2025-10-02 00:41:00,48.0
2025-10-02 00:48:00,47.0
2025-10-02 00:52:00,44.0
2025-10-02 00:57:00,42.0
2025-10-02 00:58:00,45.0
2025-10-02 01:01:00,46.00000000000001
2025-10-02 01:09:00,47.0
2025-10-02 01:11:00,47.0
2025-10-02 01:20:00,48.0
2025-10-02 01:23:00,45.0
2025-10-02 01:27:00,47.0
2025-10-02 01:34:00,47.0
2025-10-02 01:38:00,50.0
2025-10-02 01:43:00,47.0
2025-10-02 01:47:00,48.0
2025-10-02 01:51:00,48.0
2025-10-02 01:57:00,44.0
2025-10-02 01:58:00,44.0
2025-10-02 02:02:00,45.0
2025-10-02 02:06:00,44.0
2025-10-02 02:12:00,45.0
2025-10-02 02:15:00,43.947391510009766
2025-10-02 02:19:00,45.0
2025-10-02 02:23:00,46.00000000000001
2025-10-02 02:27:00,46.0
2025-10-02 02:28:00,45.0
2025-10-02 02:35:00,45.0
2025-10-02 02:36:00,45.0
2025-10-02 02:45:00,43.0
2025-10-02 02:46:00,45.0
2025-10-02 02:52:00,46.00000000000001
2025-10-02 02:56:00,46.00000000000001
2025-10-02 02:57:00,46.0
2025-10-02 03:04:00,41.0
2025-10-02 03:06:00,45.0
2025-10-02 03:12:00,41.0
2025-10-02 03:17:00,43.0
2025-10-02 03:21:00,43.0
2025-10-02 03:26:00,46.00000000000001
2025-10-02 03:28:00,47.0
2025-10-02 03:33:00,47.0
2025-10-02 03:36:00,52.0
2025-10-02 03:41:00,46.00000000000001
2025-10-02 03:48:00,47.0
2025-10-02 03:55:00,46.00000000000001
2025-10-02 03:58:00,46.0
2025-10-02 03:59:00,45.0
2025-10-02 04:01:00,45.0
2025-10-02 04:09:00,44.0
2025-10-02 04:11:00,44.0
2025-10-02 04:15:00,45.77708435058594
2025-10-02 04:18:00,44.0
2025-10-02 04:23:00,45.0
2025-10-02 04:28:00,45.0
2025-10-02 04:29:00,46.00000000000001
2025-10-02 04:32:00,47.0
2025-10-02 04:38:00,48.0
2025-10-02 04:42:00,46.00000000000001
2025-10-02 04:50:00,46.00000000000001
2025-10-02 04:52:00,48.0
2025-10-02 04:56:00,48.0
2025-10-02 04:58:00,46.0
2025-10-02 05:05:00,47.0
2025-10-02 05:07:00,49.0
2025-10-02 05:14:00,47.0
2025-10-02 05:18:00,52.0
2025-10-02 05:21:00,46.00000000000001
2025-10-02 05:28:00,42.0
2025-10-02 05:30:00,47.0
2025-10-02 05:32:00,46.00000000000001
2025-10-02 05:36:00,46.00000000000001
2025-10-02 05:44:00,46.00000000000001
2025-10-02 05:49:00,47.0
2025-10-02 05:53:00,48.0
2025-10-02 05:58:00,46.0
2025-10-02 06:00:00,46.00000000000001
2025-10-02 06:02:00,46.00000000000001
2025-10-02 06:08:00,44.0
2025-10-02 06:12:00,45.0
2025-10-02 06:15:00,44.29128646850586
2025-10-02 06:17:00,43.0
2025-10-02 06:21:00,45.0
2025-10-02 06:29:00,44.0
2025-10-02 06:31:00,45.0
2025-10-02 06:33:00,46.00000000000001
2025-10-02 06:38:00,45.0
2025-10-02 06:43:00,47.0
2025-10-02 06:49:00,48.0
2025-10-02 06:51:00,47.0
2025-10-02 06:59:00,47.5
2025-10-02 07:01:00,44.0
2025-10-02 07:06:00,46.00000000000001
2025-10-02 07:12:00,50.0
2025-10-02 07:18:00,52.0
2025-10-02 07:24:00,78.0
2025-10-02 07:28:00,82.0
2025-10-02 07:31:00,74.0
2025-10-02 07:41:00,57.0
2025-10-02 07:42:00,53.0
2025-10-02 07:45:00,52.0
2025-10-02 07:47:00,51.0
2025-10-02 07:51:00,54.0
2025-10-02 07:58:00,60.0
2025-10-02 08:02:00,61.0
2025-10-02 08:07:00,71.0
2025-10-02 08:14:00,56.0
2025-10-02 08:16:00,55.0
2025-10-02 08:32:00,80.0
2025-10-02 08:36:00,103.0
2025-10-02 08:37:00,96.5
2025-10-02 08:38:00,97.41666666666667
2025-10-02 08:39:00,96.16666666666667
2025-10-02 08:40:00,95.58333333333333
2025-10-02 08:41:00,103.0
2025-10-02 08:42:00,109.75
2025-10-02 08:43:00,104.83333333333333
2025-10-02 08:44:00,102.08333333333333
2025-10-02 08:45:00,108.25
2025-10-02 08:46:00,109.33333333333333
2025-10-02 08:47:00,108.33333333333333
2025-10-02 08:48:00,110.83333333333333
2025-10-02 08:49:00,116.75
2025-10-02 08:50:00,116.58333333333333
2025-10-02 08:51:00,112.5
2025-10-02 08:52:00,123.91666666666667
2025-10-02 08:53:00,122.75
2025-10-02 08:54:00,111.4
2025-10-02 08:55:00,110.33333333333333
2025-10-02 08:56:00,104.75
2025-10-02 08:57:00,84.9090909090909
2025-10-02 08:58:00,74.16666666666667
2025-10-02 08:59:00,75.08333333333333
2025-10-02 09:00:00,89.58333333333333
2025-10-02 09:01:00,82.75
2025-10-02 09:02:00,79.36363636363636
2025-10-02 09:03:00,78.08333333333333
2025-10-02 09:04:00,72.33333333333333
2025-10-02 09:05:00,70.0
2025-10-02 09:06:00,71.58333333333333
2025-10-02 09:07:00,68.41666666666667
2025-10-02 09:08:00,71.91666666666667
2025-10-02 09:09:00,66.38461538461539
2025-10-02 09:10:00,71.9090909090909
2025-10-02 09:11:00,71.91666666666667
2025-10-02 09:12:00,75.0
2025-10-02 09:14:00,65.0
2025-10-02 09:18:00,89.0
2025-10-02 09:21:00,90.0
2025-10-02 09:23:00,64.0
2025-10-02 09:29:00,64.0
2025-10-02 09:35:00,60.0
2025-10-02 09:37:00,66.0
2025-10-02 09:45:00,61.0
2025-10-02 09:50:00,61.0
2025-10-02 09:55:00,58.0
2025-10-02 09:57:00,58.0
2025-10-02 10:01:00,105.5
2025-10-02 10:02:00,79.27272727272727
2025-10-02 10:03:00,76.55555555555556
2025-10-02 10:04:00,95.625
2025-10-02 10:05:00,105.22222222222223
2025-10-02 10:06:00,102.15384615384616
2025-10-02 10:07:00,98.72727272727273
2025-10-02 10:08:00,96.66666666666667
2025-10-02 10:09:00,104.18181818181819
2025-10-02 10:10:00,111.61538461538461
2025-10-02 10:11:00,135.66666666666666
2025-10-02 10:12:00,125.16666666666667
2025-10-02 10:13:00,119.5
2025-10-02 10:14:00,122.08333333333333
2025-10-02 10:15:00,125.36363636363636
2025-10-02 10:16:00,118.0
2025-10-02 10:17:00,112.16666666666667
2025-10-02 10:18:00,113.83333333333333
2025-10-02 10:19:00,113.75
2025-10-02 10:20:00,103.5
2025-10-02 10:21:00,71.08333333333333
2025-10-02 10:22:00,68.0
2025-10-02 10:23:00,68.81818181818181
2025-10-02 10:24:00,69.76923076923077
2025-10-02 10:25:00,68.54545454545455
2025-10-02 10:26:00,67.25
2025-10-02 10:27:00,66.92307692307692
2025-10-02 10:28:00,68.08333333333333
2025-10-02 10:29:00,68.54545454545455
2025-10-02 10:30:00,68.91666666666667
2025-10-02 10:31:00,69.25
2025-10-02 10:32:00,69.41666666666667
2025-10-02 10:33:00,61.916666666666664
2025-10-02 10:34:00,62.916666666666664
2025-10-02 10:35:00,64.58333333333333
2025-10-02 10:36:00,63.5
2025-10-02 10:37:00,59.75
2025-10-02 10:38:00,67.41666666666667
2025-10-02 10:39:00,65.55555555555556
2025-10-02 10:40:00,59.61538461538461
2025-10-02 10:41:00,61.916666666666664
2025-10-02 10:42:00,62.81818181818182
2025-10-02 10:43:00,63.5
2025-10-02 10:44:00,64.33333333333333
2025-10-02 10:45:00,69.25
2025-10-02 10:46:00,67.61538461538461
2025-10-02 10:47:00,64.91666666666667
2025-10-02 10:48:00,65.45454545454545
2025-10-02 10:49:00,64.6923076923077
2025-10-02 10:50:00,64.83333333333333
2025-10-02 10:51:00,67.36363636363636
2025-10-02 10:52:00,63.833333333333336
2025-10-02 10:53:00,65.33333333333333
2025-10-02 10:54:00,71.33333333333333
2025-10-02 10:55:00,86.0
2025-10-02 10:56:00,66.72727272727273
2025-10-02 10:57:00,61.15384615384615
2025-10-02 10:58:00,63.09090909090909
2025-10-02 10:59:00,63.666666666666664
2025-10-02 11:00:00,67.84615384615384
2025-10-02 11:01:00,65.63636363636364
2025-10-02 11:02:00,70.83333333333333
2025-10-02 11:03:00,69.88888888888889
2025-10-02 11:04:00,70.3076923076923
2025-10-02 11:05:00,72.36363636363636
2025-10-02 11:06:00,62.416666666666664
2025-10-02 11:07:00,64.07692307692308
2025-10-02 11:08:00,64.54545454545455
2025-10-02 11:09:00,62.76923076923077
2025-10-02 11:10:00,66.45454545454545
2025-10-02 11:11:00,70.38461538461539
2025-10-02 11:14:00,67.60713195800781
2025-10-02 11:15:00,69.36377716064453
2025-10-02 11:24:00,64.0
2025-10-02 11:26:00,67.0
2025-10-02 11:32:00,66.0
2025-10-02 11:36:00,68.0
2025-10-02 11:41:00,67.0
2025-10-02 11:47:00,66.0
2025-10-02 11:55:00,63.0
2025-10-02 12:00:00,63.0
2025-10-02 12:01:00,64.0
2025-10-02 12:09:00,78.0
2025-10-02 12:13:00,78.0
2025-10-02 12:23:00,69.0
2025-10-02 12:27:00,68.16864395141602
2025-10-02 12:31:00,72.0
2025-10-02 12:35:00,72.0
2025-10-02 12:40:00,65.0
2025-10-02 12:44:00,61.0
2025-10-02 12:47:00,68.0
2025-10-02 12:53:00,67.0
2025-10-02 12:56:00,65.0
2025-10-02 13:01:00,71.0
2025-10-02 13:05:00,95.0
2025-10-02 13:23:00,85.0
2025-10-02 13:30:00,72.5
2025-10-02 13:33:00,68.0
2025-10-02 13:49:00,115.0
2025-10-02 13:52:00,111.41666666666667
2025-10-02 13:53:00,106.58333333333333
2025-10-02 13:54:00,110.3
2025-10-02 13:55:00,107.0
2025-10-02 13:56:00,110.25
2025-10-02 13:57:00,111.0
2025-10-02 13:58:00,119.16666666666667
2025-10-02 13:59:00,110.11111111111111
2025-10-02 14:00:00,122.5
2025-10-02 14:01:00,121.75
2025-10-02 14:02:00,121.75
2025-10-02 14:03:00,123.66666666666667
2025-10-02 14:04:00,121.44444444444444
2025-10-02 14:05:00,120.61538461538461
2025-10-02 14:06:00,112.45454545454545
2025-10-02 14:07:00,118.0
2025-10-02 14:08:00,122.5
2025-10-02 14:09:00,123.6923076923077
2025-10-02 14:10:00,119.77777777777777
2025-10-02 14:11:00,120.11111111111111
2025-10-02 14:12:00,131.27272727272728
2025-10-02 14:13:00,129.6153846153846
2025-10-02 14:14:00,122.33333333333333
2025-10-02 14:15:00,127.125
2025-10-02 14:16:00,119.66666666666667
2025-10-02 14:17:00,122.45454545454545
2025-10-02 14:18:00,117.75
2025-10-02 14:19:00,135.16666666666666
2025-10-02 14:20:00,109.0
2025-10-02 14:21:00,94.75
2025-10-02 14:22:00,95.41666666666667
2025-10-02 14:23:00,98.36363636363636
2025-10-02 14:24:00,96.76923076923077
2025-10-02 14:25:00,91.58333333333333
2025-10-02 14:26:00,92.54545454545455
2025-10-02 14:27:00,88.41666666666667
2025-10-02 14:28:00,91.33333333333333
2025-10-02 14:29:00,89.66666666666667
2025-10-02 14:30:00,95.84615384615384
2025-10-02 14:31:00,86.0
2025-10-02 14:32:00,87.08333333333333
2025-10-02 14:33:00,86.33333333333333
2025-10-02 14:34:00,85.91666666666667
2025-10-02 14:35:00,83.75
2025-10-02 14:36:00,85.66666666666667
2025-10-02 14:37:00,83.41666666666667
2025-10-02 14:38:00,84.58333333333333
2025-10-02 14:39:00,82.2
2025-10-02 14:45:00,68.0
2025-10-02 14:47:00,72.0
2025-10-02 14:51:00,70.0
2025-10-02 14:57:00,74.0
2025-10-02 15:02:00,67.84750747680664
2025-10-02 15:03:00,70.0
2025-10-02 15:06:00,69.0
2025-10-02 15:12:00,68.0
2025-10-02 15:19:00,69.0
2025-10-02 15:24:00,66.0
2025-10-02 15:25:00,115.8
2025-10-02 15:26:00,115.5
2025-10-02 15:30:00,108.33333333333333
2025-10-02 15:31:00,113.66666666666667
2025-10-02 15:32:00,105.33333333333333
2025-10-02 15:33:00,98.91666666666667
2025-10-02 15:34:00,100.63636363636364
2025-10-02 15:35:00,101.0
2025-10-02 15:36:00,81.36363636363636
2025-10-02 15:37:00,103.58333333333333
2025-10-02 15:38:00,103.41666666666667
2025-10-02 15:39:00,93.84615384615384
2025-10-02 15:40:00,87.66666666666667
2025-10-02 15:41:00,69.41666666666667
2025-10-02 15:42:00,64.41666666666667
2025-10-02 15:43:00,66.58333333333333
